,Code,Name,Country,Exchange,Currency,Type,Isin
803,ADRZY,Andritz AG ADR,USA,PINK,USD,Common Stock,US0345221024
805,ADSE,Ads Tec Energy PLC,USA,NASDAQ,USD,Common Stock,IE000DU292E6
806,ADSEW,ADS-TEC ENERGY PLC Warrant,USA,NASDAQ,USD,Common Stock,
808,ADSK,Autodesk Inc,USA,NASDAQ,USD,Common Stock,US0527691069
810,ADST,Adstar Inc,USA,OTCCE,USD,Common Stock,US00737P1049
811,ADSV,Allied Security Innovations Inc,USA,PINK,USD,Common Stock,US01951W2052
812,ADT,ADT Inc,USA,NYSE,USD,Common Stock,US00090Q1031
816,ADTH,AdTheorent Holding Company Inc,USA,NASDAQ,USD,Common Stock,US00739D1090
817,ADTHW,AdTheorent Holding Company Inc,USA,NASDAQ,USD,Common Stock,
818,ADTLF,Adriatic Metals PLC,USA,PINK,USD,Common Stock,
819,ADTN,ADTRAN Inc,USA,NASDAQ,USD,Common Stock,US00486H1059
820,ADTR,Alliance Media Holdings Inc,USA,PINK,USD,Common Stock,
821,ADTTF,Advantest Corporation,USA,PINK,USD,Common Stock,
822,ADTX,Aditxt Inc. ,USA,NASDAQ,USD,Common Stock,US0070251097
825,ADUS,Addus HomeCare Corporation,USA,NASDAQ,USD,Common Stock,US0067391062
826,ADV,Advantage Solutions Inc,USA,NASDAQ,USD,Common Stock,US00791N1028
833,ADVM,Adverum Biotechnologies Inc,USA,NASDAQ,USD,Common Stock,US00773U1088
836,ADVOF,ADVA Optical Networking SE,USA,PINK,USD,Common Stock,
838,ADVT,Advantis Corp,USA,OTCCE,USD,Common Stock,US0076141003
839,ADVWW,Advantage Solutions Inc,USA,NASDAQ,USD,Common Stock,
841,ADVZF,Adventus Mining Corporation,USA,OTCQX,USD,Common Stock,
842,ADWPF,Andrew Peller Limited,USA,PINK,USD,Common Stock,
844,ADXDF,Adex Mining Inc,USA,PINK,USD,Common Stock,
845,ADXN,Addex Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US00654J1079
846,ADXRF,ADX Energy Ltd,USA,PINK,USD,Common Stock,
847,ADXS,Ayala Pharmaceuticals Inc. ,USA,PINK,USD,Common Stock,
848,ADYEY,Adyen NV,USA,PINK,USD,Common Stock,US00783V1044
849,ADYRF,Adyton Resources Corporation,USA,OTCQB,USD,Common Stock,
850,ADYX,Adynxx Inc,USA,PINK,USD,Common Stock,US00784D1037
851,ADYYF,Adyen N.V,USA,PINK,USD,Common Stock,
853,AE,Adams Resources & Energy Inc,USA,NYSE MKT,USD,Common Stock,US0063513081
854,AEAE,Altenergy Acquisition Corp,USA,NASDAQ,USD,Common Stock,US02157M1080
855,AEAEU,Altenergy Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US02157M2070
856,AEAEW,AltEnergy Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
858,AEBZY,Anadolu Efes Biracilik ve Malt Sanayii AS ADR,USA,PINK,USD,Common Stock,US0325232017
859,AECFF,Action Energy Inc,USA,PINK,USD,Common Stock,
862,AECLY,AE & CI Ltd. (South Africa) ADR,USA,PINK,USD,Common Stock,
867,AECX,CurrentC Power Corporation,USA,PINK,USD,Common Stock,
870,AEDC,American Energy Development Corp,USA,OTCCE,USD,Common Stock,
872,AEDFF,Aedifica SA,USA,PINK,USD,Common Stock,
884,AEE,Ameren Corp,USA,NYSE,USD,Common Stock,US0236081024
885,AEEI,American Environmental Energy Inc,USA,PINK,USD,Common Stock,
887,AEF,Abrdn Emerging Markets Equity Income Fund Inc,USA,NYSE MKT,USD,Common Stock,US00301W1053
888,AEFC,Aegon Funding Company LLC 5.10%,USA,NYSE,USD,Common Stock,
889,AEG,Aegon NV ADR,USA,NYSE,USD,Common Stock,US0079241032
892,AEGOF,Aegon N.V,USA,PINK,USD,Common Stock,NL0000303709
894,AEGXF,Aecon Group Inc,USA,PINK,USD,Common Stock,
895,AEGY,Alternative Energy,USA,OTCCE,USD,Common Stock,US02152E2000
897,AEHL,Antelope Enterprise Holdings Ltd,USA,NASDAQ,USD,Common Stock,VGG041JN1065
898,AEHR,Aehr Test Systems,USA,NASDAQ,USD,Common Stock,US00760J1088
899,AEI,Alset Ehome International Inc,USA,NASDAQ,USD,Common Stock,US02116A1043
901,AEIS,Advanced Energy Industries Inc,USA,NASDAQ,USD,Common Stock,US0079731008
905,AEL,American Equity Investment Life Holding Co,USA,NYSE,USD,Common Stock,US0256762065
906,AEL-PA,American Equity Investment Life Holding Company,USA,NYSE,USD,Preferred Stock,
907,AEL-PB,American Equity Investment Life Holding Company,USA,NASDAQ,USD,Preferred Stock,
908,AELIY,Anadolu Hayat Emeklilik Anonim Sirketi,USA,OTCGREY,USD,Common Stock,
910,AELTF,Adacel Technologies Limited,USA,PINK,USD,Common Stock,
911,AEM,Agnico Eagle Mines Limited,USA,NYSE,USD,Common Stock,CA0084741085
913,AEMD,Aethlon Medical Inc,USA,NASDAQ,USD,Common Stock,US00808Y3071
915,AEMMF,A2A S.p.A,USA,OTCGREY,USD,Common Stock,
917,AEMMY,A2A SpA ADR,USA,PINK,USD,Common Stock,US0024821078
924,AENT,Alliance Entertainment Holding Corporation Class A Common Stock,USA,NASDAQ,USD,Common Stock,
925,AENTW,Alliance Entertainment Holding Corporation Warrants,USA,PINK,USD,Common Stock,
926,AENZ,Aenza SAA,USA,NYSE,USD,Common Stock,US00776D1037
927,AEO,American Eagle Outfitters Inc,USA,NYSE,USD,Common Stock,US02553E1064
928,AEOJF,AEON Financial Service Co. Ltd,USA,OTCGREY,USD,Common Stock,
929,AEON-WT,AEON-WS,USA,NYSE MKT,USD,Common Stock,
930,AEOXF,Aeroports de Paris SA,USA,PINK,USD,Common Stock,
931,AEP,American Electric Power Company Inc,USA,NASDAQ,USD,Common Stock,US0255371017
936,AEPLF,Anglo-Eastern Plantations Plc,USA,PINK,USD,Common Stock,
937,AEPPZ,American Electric Power Company Inc,USA,NASDAQ,USD,Common Stock,US02557T3077
938,AEPT,American Energy Partners Inc,USA,PINK,USD,Common Stock,US02563X2018
939,AER,AerCap Holdings NV,USA,NYSE,USD,Common Stock,NL0000687663
940,AERG,Applied Energetics,USA,OTCQB,USD,Common Stock,US03819M1062
941,AERN,AER Energy Resources Inc,USA,OTCCE,USD,Common Stock,US0009441082
942,AERS,Aerius International Inc,USA,PINK,USD,Common Stock,US0076921065
943,AES,The AES Corporation,USA,NYSE,USD,Common Stock,US00130H1059
944,AESC,AES Corp Unit,USA,NYSE,USD,Unit,US00130H2040
945,AESI,Atlas Energy Solutions Inc.,USA,NYSE,USD,Common Stock,
946,AESO,Atlantic Energy Solutions Inc,USA,PINK,USD,Common Stock,
948,AETHF,Aether Global Innovations Corp.,USA,OTCQB,USD,Common Stock,
949,AETUF,ARC Resources Ltd.,USA,PINK,USD,Common Stock,CA00208D4084
952,AEVA,Aeva Technologies Inc,USA,NYSE,USD,Common Stock,US00835Q1031
953,AEVA-WT,Aeva Technologies Inc. Wt,USA,NYSE,USD,Common Stock,
954,AEVIF,Aevis Victoria SA,USA,PINK,USD,Common Stock,
955,AEXAF,Atos SE,USA,PINK,USD,Common Stock,
956,AEXAY,Atos Origin SA ADR,USA,PINK,USD,Common Stock,US04962A1051
958,AEXE,AIM Energy Inc,USA,PINK,USD,Common Stock,US00887T3023
959,AEXFF,Aminex PLC,USA,PINK,USD,Common Stock,
960,AEY,ADDvantage Technologies Group Inc,USA,NASDAQ,USD,Common Stock,US0067433062
963,AEYE,AudioEye Inc,USA,NASDAQ,USD,Common Stock,US0507342014
969,AEZS,Aeterna Zentaris Inc,USA,NASDAQ,USD,Common Stock,CA0079754028
972,AFAR,Aura FAT Projects Acquisition Corp Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,KYG063621000
973,AFARU,Aura FAT Projects Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG063621182
974,AFARW,Aura FAT Projects Acquisition Corp Warrant,USA,NASDAQ,USD,Common Stock,
979,AFBG,American Fiber Green Products Inc,USA,PINK,USD,Common Stock,
980,AFBI,Affinity Bancshares Inc,USA,NASDAQ,USD,Common Stock,US00832E1038
982,AFBOF,African Rainbow Minerals Limited,USA,PINK,USD,Common Stock,
984,AFCG,AFC Gamma Inc,USA,NASDAQ,USD,Common Stock,US00109K1051
987,AFCJF,AFC Ajax NV,USA,OTCGREY,USD,Common Stock,
988,AFCL,Amcor Financial Corporation,USA,OTCGREY,USD,Common Stock,
998,AFDG,African Discovery Group Inc,USA,PINK,USD,Common Stock,
1007,AFFCF,Future Fuel Corporation,USA,OTCQB,USD,Common Stock,
1010,AFFL,Affiliated Resources Corp,USA,PINK,USD,Common Stock,
1012,AFFN,Affinity Networks Inc,USA,PINK,USD,Common Stock,
1013,AFFS,AmTrust Financial Services Prf 7 25 Exp15Jun2055,USA,PINK,USD,Common Stock,US0323598617
1015,AFFU,Affluence Corporation,USA,PINK,USD,Common Stock,
1017,AFFY,Affymax Inc.,USA,PINK,USD,Common Stock,US00826A1097
1018,AFG,American Financial Group Inc,USA,NYSE,USD,Common Stock,US0259321042
1019,AFGB,American Financial Group Inc,USA,NYSE,USD,Preferred Stock,US0259328070
1020,AFGC,American Financial Group Inc,USA,NYSE,USD,Preferred Stock,US0259328807
1021,AFGD,American Financial Group Inc,USA,NYSE,USD,Preferred Stock,US0259328724
1022,AFGE,American Financial Group AFGE,USA,NYSE,USD,Common Stock,US0259328641
1027,AFGVF,Agfa-Gevaert NV,USA,PINK,USD,Common Stock,
1028,AFGVY,Agfa Gevaert NV ADR,USA,PINK,USD,Common Stock,US00846M1099
1030,AFGYF,AFC Energy plc,USA,PINK,USD,Common Stock,
1032,AFIB,Acutus Medical Inc,USA,NASDAQ,USD,Common Stock,US0051111096
1036,AFIIQ,Armstrong Flooring Inc,USA,OTCMKTS,USD,Common Stock,
1037,AFIPA,AMFI Corp,USA,PINK,USD,Common Stock,
1041,AFL,Aflac Incorporated,USA,NYSE,USD,Common Stock,US0010551028
1047,AFLYY,Air France KLM SA,USA,PINK,USD,Common Stock,US0091191082
1051,AFMD,Affimed NV,USA,NASDAQ,USD,Common Stock,NL0010872420
1053,AFMJF,Alphamin Resources Corp,USA,PINK,USD,Common Stock,
1054,AFML,Aerofoam Metals Inc,USA,PINK,USD,Common Stock,
1058,AFNL,Amfin Financial Corp,USA,PINK,USD,Common Stock,US03114W1062
1062,AFOM,All For One Media Corp,USA,PINK,USD,Common Stock,
1069,AFPW,Alumifuel Pwr Corp.,USA,PINK,USD,Common Stock,US0222013056
1071,AFRAD,AFRAD,USA,PINK,USD,Common Stock,
1072,AFRAF,Air France-KLM SA,USA,PINK,USD,Common Stock,
1076,AFRI,Forafric Global PLC Ordinary Shares,USA,NASDAQ,USD,Common Stock,GI000A3DNK69
1077,AFRIW,Forafric Global PLC Warrants,USA,NASDAQ,USD,Common Stock,
1079,AFRM,Affirm Holdings Inc,USA,NASDAQ,USD,Common Stock,US00827B1061
1080,AFRMF,Alphaform AG,USA,PINK,USD,Common Stock,
1083,AFSIA,AmTrust Financial Services Inc Pref Series A,USA,PINK,USD,Common Stock,US0323594087
1084,AFSIB,AmTrust Financial Services Inc ADR Series B,USA,PINK,USD,Common Stock,US0323595076
1085,AFSIC,AmTrust Financial Services Inc ADR Series C,USA,PINK,USD,Common Stock,US0323597056
1086,AFSIM,AmTrust Financial Services Inc ADR Series E,USA,PINK,USD,Common Stock,US0323598468
1087,AFSIN,AmTrust Financial Services Inc ADR Series F,USA,PINK,USD,Common Stock,US0323598203
1088,AFSIP,AmTrust Financial Services Inc ADR Series D,USA,PINK,USD,Common Stock,US0323598872
1093,AFTM,Aftermaster Inc,USA,PINK,USD,Common Stock,US00831X1028
1094,AFTR,Afternext Healthtech Acquisition Corp,USA,NYSE,USD,Common Stock,KYG011091009
1095,AFTTF,AfriTin Mining Limited,USA,PINK,USD,Common Stock,
1100,AFXXF,ÅF Pöyry AB (publ),USA,PINK,USD,Common Stock,
1101,AFYA,Afya Ltd,USA,NASDAQ,USD,Common Stock,KYG011251066
1104,AFYG,Affinity Gold Corp,USA,PINK,USD,Common Stock,US00829M1009
1105,AG,First Majestic Silver Corp,USA,NYSE,USD,Common Stock,CA32076V1031
1106,AGAC,African Gold Acquisition Corp,USA,NYSE,USD,Common Stock,KYG0112R1083
1107,AGAE,Allied Gaming & Entertainment Inc.,USA,NASDAQ,USD,Common Stock,US0191701095
1108,AGAEW,Allied Gaming & Entertainment Inc,USA,PINK,USD,Common Stock,
1115,AGBA,AGBA Acquisition Ltd,USA,NASDAQ,USD,Common Stock,VGG0120M1095
1116,AGBAW,AGBA Acquisition Limited,USA,NASDAQ,USD,Common Stock,
1127,AGCCF,Gensource Potash Corporation,USA,PINK,USD,Common Stock,
1131,AGCO,AGCO Corporation,USA,NYSE,USD,Common Stock,US0010841023
1137,AGCZ,Andes Gold Corp,USA,PINK,USD,Common Stock,US0341972026
1144,AGDXF,Antioquia Gold Inc,USA,PINK,USD,Common Stock,
1145,AGDY,Agri-Dynamics Inc,USA,PINK,USD,Common Stock,US0084952029
1148,AGE,AgeX Therapeutics Inc,USA,NYSE MKT,USD,Common Stock,US00848H1086
1152,AGEN,Agenus Inc,USA,NASDAQ,USD,Common Stock,US00847G7051
1154,AGESF,ageas SA/NV,USA,PINK,USD,Common Stock,
1155,AGESY,ageas SA/NV,USA,PINK,USD,Common Stock,US00844W2089
1157,AGFAF,Agra Ventures Ltd.,USA,PINK,USD,Common Stock,CA0085051096
1162,AGFMF,AGF Management Limited,USA,PINK,USD,Common Stock,
1165,AGFY,Agrify Corp,USA,NASDAQ,USD,Common Stock,US00853E1073
1168,AGGG,Antilia Group Corp,USA,OTCCE,USD,Common Stock,
1169,AGGH,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,Common Stock,
1170,AGGHF,Agrios Global Holdings Ltd,USA,PINK,USD,Common Stock,CA00856K1003
1171,AGGI,Allied Energy Inc,USA,PINK,USD,Common Stock,
1179,AGGZF,Ag Growth International Inc,USA,PINK,USD,Common Stock,CA0011811068
1181,AGI,Alamos Gold Inc,USA,NYSE,USD,Common Stock,CA0115321089
1184,AGIL,AgileThought Inc,USA,NASDAQ,USD,Common Stock,US00857F1003
1185,AGILW,AgileThought Inc,USA,NASDAQ,USD,Common Stock,
1186,AGIN,American Graphite Technologies Inc,USA,PINK,USD,Common Stock,US02640K1079
1187,AGIO,Agios Pharm,USA,NASDAQ,USD,Common Stock,US00847X1046
1191,AGL,agilon health Inc,USA,NYSE,USD,Common Stock,US00857U1079
1192,AGLAF,Aguila American Gold Limited,USA,OTCQB,USD,Common Stock,
1194,AGLDF,Austral Gold Limited,USA,PINK,USD,Common Stock,
1195,AGLE,Aeglea Bio Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US00773J1034
1196,AGLNF,AGL Energy Limited,USA,PINK,USD,Common Stock,
1198,AGLXY,AGL Energy Ltd,USA,PINK,USD,Common Stock,US0012012011
1200,AGM,Federal Agricultural Mortgage,USA,NYSE,USD,Common Stock,US3131483063
1201,AGM-A,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Common Stock,US3131481083
1202,AGM-PC,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Stock,
1203,AGM-PD,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Stock,
1204,AGM-PE,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Stock,
1205,AGM-PF,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Stock,
1206,AGM-PG,Federal Agricultural Mortgage Corporation,USA,NYSE,USD,Preferred Stock,
1207,AGMH,AGM Group Holdings Inc Class A,USA,NASDAQ,USD,Common Stock,VGG0132V1058
1209,AGMJF,Algoma Central Corporation,USA,PINK,USD,Common Stock,
1211,AGMRF,Silver Mountain Resources Inc.,USA,OTCMKTS,USD,Common Stock,
1213,AGNC,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock,US00123Q1040
1214,AGNCL,AGNC Investment Corp,USA,NASDAQ,USD,Common Stock,
1215,AGNCM,AGNC Investment Corp,USA,NASDAQ,USD,Preferred Stock,
1216,AGNCN,AGNC Investment Corp.,USA,NASDAQ,USD,Preferred Stock,US00123Q5009
1217,AGNCO,AGNC Investment Corp,USA,NASDAQ,USD,Preferred Stock,
1218,AGNCP,AGNC Investment Corp.,USA,NASDAQ,USD,Preferred Stock,
1220,AGNMF,Agronomics Limited,USA,PINK,USD,Common Stock,
1221,AGNPF,Algernon Pharmaceuticals Inc,USA,OTCQB,USD,Common Stock,
1222,AGNY,Agavenny Corporation,USA,PINK,USD,Common Stock,
1223,AGO,Assured Guaranty Ltd,USA,NYSE,USD,Common Stock,BMG0585R1060
1224,AGOAF,Abengoa S.A,USA,PINK,USD,Common Stock,
1233,AGPPF,Anglo American Platinum Limited,USA,PINK,USD,Common Stock,
1236,AGPYF,Agile Group Holdings Limited,USA,PINK,USD,Common Stock,
1237,AGPYY,Agile Group Holdings Ltd ADR,USA,PINK,USD,Common Stock,US00848C1099
1240,AGQPF,Algonquin Power & Utilities Corp,USA,PINK,USD,Common Stock,
1243,AGR,Avangrid Inc,USA,NYSE,USD,Common Stock,US05351W1036
1247,AGRDF,Minnova Corp,USA,PINK,USD,Common Stock,
1249,AGREF,Argonaut Resources NL,USA,PINK,USD,Common Stock,
1253,AGRI,AgriFORCE Growing Systems Ltd,USA,NASDAQ,USD,Common Stock,CAC009481069
1254,AGRIP,AgriBank FCB,USA,PINK,USD,Common Stock,US00850L2034
1255,AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
1256,AGRO,Adecoagro SA,USA,NYSE,USD,Common Stock,LU0584671464
1257,AGRPF,Absa Group Limited,USA,PINK,USD,Common Stock,
1258,AGRPY,Absa Group Ltd ADR,USA,PINK,USD,Common Stock,US00400T1025
1259,AGRS,Agristar Inc,USA,PINK,USD,Common Stock,US00854C1009
1260,AGRUF,AF Gruppen ASA,USA,OTCGREY,USD,Common Stock,
1261,AGRX,Agile Thrpe,USA,NASDAQ,USD,Common Stock,US00847L2097
1264,AGS,PlayAGS Inc,USA,NYSE,USD,Common Stock,US72814N1046
1266,AGSS,Ameriguard Security Services Inc.,USA,PINK,USD,Common Stock,
1267,AGSVF,Argentum Silver Corp,USA,PINK,USD,Common Stock,
1268,AGTEF,AGTech Holdings Limited,USA,PINK,USD,Common Stock,
1271,AGTI,Agiliti Inc,USA,NYSE,USD,Common Stock,US00848J1043
1273,AGTK,Agritek Holdings Inc,USA,PINK,USD,Common Stock,US00856J2024
1274,AGTT,Angstrom Technologies Inc,USA,OTCCE,USD,Common Stock,
1275,AGTX,Agentix Corp,USA,PINK,USD,Common Stock,US00848A1034
1288,AGX,Argan Inc,USA,NYSE,USD,Common Stock,US04010E1091
1289,AGXKF,Anglo Asian Mining PLC,USA,PINK,USD,Common Stock,
1290,AGXPF,Silver X Mining Corp,USA,OTCQB,USD,Common Stock,
1291,AGXXF,Agilyx AS,USA,OTCQX,USD,Common Stock,
1294,AGYP,Allied Energy Corporation,USA,PINK,USD,Common Stock,
1295,AGYS,Agilysys Inc,USA,NASDAQ,USD,Common Stock,US00847J1051
1299,AGZNF,Aegean Airlines S.A,USA,PINK,USD,Common Stock,
1301,AHAG,Alpha Technologies Group Inc,USA,PINK,USD,Common Stock,
1302,AHAHF,Design Milk Co Limited,USA,PINK,USD,Common Stock,
1303,AHCHF,Anhui Conch Cement Company Limited,USA,PINK,USD,Common Stock,
1304,AHCHY,Anhui Conch Cement Co Ltd,USA,PINK,USD,Common Stock,US0352431045
1305,AHCO,Adapthealth Corp,USA,NASDAQ,USD,Common Stock,US00653Q1022
1307,AHELF,American Helium Inc,USA,PINK,USD,Common Stock,
1308,AHEXF,Adecco Group AG,USA,PINK,USD,Common Stock,
1309,AHEXY,Adecco Group Inc,USA,PINK,USD,Common Stock,US0067542045
1310,AHFCF,Flow Capital Corp,USA,PINK,USD,Common Stock,
1311,AHFD,Active Health Foods,USA,PINK,USD,Common Stock,US0050513052
1312,AHFI,Absolute Health and Fitness Inc,USA,PINK,USD,Common Stock,
1313,AHG,Akso Health Group ADR,USA,NASDAQ,USD,Common Stock,US98422P1084
1315,AHGIF,Alternate Health Corp,USA,PINK,USD,Common Stock,CA02090B1022
1316,AHH,Armada Hflr Pr,USA,NYSE,USD,Common Stock,US04208T1088
1317,AHH-PA,Armada Hoffler Properties Inc,USA,NYSE,USD,Preferred Stock,
1319,AHI,Advanced Human Imaging Ltd ADR,USA,NASDAQ,USD,Common Stock,US00777C1045
1328,AHIX,ALUF Holdings Inc,USA,PINK,USD,Common Stock,US0221673082
1330,AHKSF,Asahi Kasei Corporation,USA,PINK,USD,Common Stock,
1331,AHKSY,Asahi Kaisei Corp,USA,PINK,USD,Common Stock,US0434001006
1332,AHL-PC,Aspen Insurance Holdings Limited,USA,NYSE,USD,Preferred Stock,
1333,AHL-PD,Aspen Insurance Holdings Limited,USA,NYSE,USD,Preferred Stock,
1334,AHL-PE,Aspen Insurance Holdings Limited,USA,NYSE,USD,Preferred Stock,
1335,AHLAS,RSE Archive LLC - Membership Interests Series - Honus T206 Honus Wagner Card Fund,USA,OTCGREY,USD,Common Stock,
1340,AHLT,American Beacon Select Funds,USA,NYSE ARCA,USD,Common Stock,
1347,AHNR,Athena Gold Corp,USA,OTCQB,USD,Common Stock,US04686B1089
1348,AHODF,Koninklijke Ahold Delhaize NV,USA,OTCQX,USD,Common Stock,NL0011794037
1349,AHOTF,American Hotel Income Properties REIT LP,USA,OTCQX,USD,Common Stock,
1351,AHRO,Authentic Holdings Inc.,USA,PINK,USD,Common Stock,
1355,AHT,Ashford Hospitality Trust Inc,USA,NYSE,USD,Common Stock,US0441031095
1356,AHT-PD,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Stock,
1357,AHT-PF,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Stock,
1358,AHT-PG,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Stock,
1359,AHT-PH,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Stock,
1360,AHT-PI,Ashford Hospitality Trust Inc,USA,NYSE,USD,Preferred Stock,
1366,AHTR,American Healthcare REIT Inc.,USA,OTCGREY,USD,Common Stock,
1368,AHWSF,Athens Water Supply and Sewerage Company S.A,USA,PINK,USD,Common Stock,
1377,AI,C3 Ai Inc,USA,NYSE,USD,Common Stock,US12468P1049
1379,AIABF,AirAsia Group Berhad,USA,PINK,USD,Common Stock,
1380,AIAD,Aiadvertising Inc,USA,PINK,USD,Common Stock,US00874R1032
1383,AIAGF,Aurubis AG,USA,PINK,USD,Common Stock,
1385,AIAGY,Aurubis AG ADR,USA,PINK,USD,Common Stock,US05207U1034
1391,AIB,AIB Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG0R45S1096
1393,AIBBR,AIB Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
1394,AIBBU,AIB Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG0R45S1252
1398,AIBGY,AIB Group plc,USA,PINK,USD,Common Stock,
1401,AIBRF,AIB Group PLC,USA,OTCGREY,USD,Common Stock,IE00BF0L3536
1404,AIC,Arlington Asset Investment Corp ELKS,USA,NYSE,USD,Common Stock,US0413565021
1405,AICAF,Air China Limited,USA,PINK,USD,Common Stock,
1410,AICOF,Generative AI Solutions Corp.,USA,OTCMKTS,USD,Common Stock,
1413,AIDA,Aida Pharmaceuticals Inc,USA,PINK,USD,Common Stock,
1415,AIDB,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,Common Stock,
1430,AIFLF,Aiful Corp,USA,PINK,USD,Common Stock,
1431,AIFLY,Aiful Corp ADR,USA,PINK,USD,Common Stock,US00873N1037
1433,AIFS,Agent Information Software Inc,USA,PINK,USD,Common Stock,
1434,AIG,American International Group Inc,USA,NYSE,USD,Common Stock,US0268747849
1435,AIG-PA,American International Group Inc,USA,NYSE,USD,Preferred Stock,
1436,AIGFF,Genesis AI Corp.,USA,PINK,USD,Common Stock,
1441,AIH,Aesthetic Medical Intl Holding Ltd,USA,NASDAQ,USD,Common Stock,US00809M1045
1444,AIHLF,Adcock Ingram Holdings Limited,USA,PINK,USD,Common Stock,
1445,AIHS,Senmiao Technology Ltd,USA,NASDAQ,USD,Common Stock,US8172252046
1449,AIIXY,Aixtron SE ADR,USA,PINK,USD,Common Stock,US0096061041
1452,AILIH,Ameren Illinois Company,USA,PINK,USD,Common Stock,US4520922083
1453,AILIM,Ameren Illinois Company,USA,PINK,USD,Common Stock,US4520926043
1454,AILIN,Ameren Illinois Company,USA,PINK,USD,Common Stock,US4520925052
1455,AILIO,Ameren Illinois Company PFD 4.26%,USA,PINK,USD,Common Stock,US4520924063
1456,AILIP,Ameren Illinois Company PFD 4.20%,USA,PINK,USD,Common Stock,US4520923073
1458,AILLI,Ameren Illinois Company,USA,PINK,USD,Common Stock,US1536638513
1459,AILLM,Ameren Illinois Company,USA,PINK,USD,Common Stock,US1536633076
1460,AILLN,Ameren Illinois Company,USA,PINK,USD,Common Stock,US1536634066
1461,AILLO,Ameren Illinois Company,USA,PINK,USD,Common Stock,US1536638026
1462,AILLP,Ameren Illinois Company PFD 4%,USA,PINK,USD,Common Stock,US1536632086
1463,AILQF,AirIQ Inc,USA,PINK,USD,Common Stock,
1464,AIM,AIM ImmunoTech Inc,USA,NYSE MKT,USD,Common Stock,US00901B1052
1465,AIMAU,Aimfinity Investment I Corp Unit,USA,NASDAQ,USD,Unit,KYG0135E1008
1466,AIMAW,Aimfinity Investment Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
1467,AIMBU,Aimfinity Investment Corp. I Subunit,USA,NASDAQ,USD,Unit,
1469,AIMD,Ainos Inc,USA,NASDAQ,USD,Common Stock,US00902F1057
1470,AIMDW,Ainos Inc.,USA,NASDAQ,USD,Common Stock,
1471,AIMFF,Aimia Inc,USA,PINK,USD,Common Stock,
1472,AIMH,AimRite Holdings Corp,USA,PINK,USD,Common Stock,US0090032030
1473,AIMLF,AI/ML Innovations Inc,USA,OTCQB,USD,Common Stock,
1477,AIN,Albany International Corporation,USA,NYSE,USD,Common Stock,US0123481089
1478,AINC,Ashford Inc,USA,NYSE MKT,USD,Common Stock,US0441041078
1481,AINMF,NetraMark Holdings Inc.,USA,PINK,USD,Common Stock,
1483,AINSF,Ainsworth Game Technology Limited,USA,PINK,USD,Common Stock,
1492,AIP,Arteris Inc,USA,NASDAQ,USD,Common Stock,US04302A1043
1493,AIPG,AI Technology Group Inc,USA,PINK,USD,Common Stock,
1495,AIPUF,Airports of Thailand Public Company Limited,USA,PINK,USD,Common Stock,
1496,AIPUY,Airports of Thailand PCL ADR,USA,PINK,USD,Common Stock,US00950R1005
1499,AIQUF,L'Air Liquide S.A,USA,PINK,USD,Common Stock,
1500,AIQUY,Air Liquide SA ADR,USA,PINK,USD,Common Stock,US0091262024
1501,AIR,AAR Corp,USA,NYSE,USD,Common Stock,US0003611052
1502,AIRC,Apartment Income REIT Corp,USA,NYSE,USD,Common Stock,US03750L1098
1503,AIRG,Airgain Inc,USA,NASDAQ,USD,Common Stock,US00938A1043
1504,AIRI,Air Industries Group,USA,NYSE MKT,USD,Common Stock,US00912N2053
